nconst,primaryName
nm0051172,Jean-Jacques Tarbès
nm0051179,Christian Baltauss
nm0051199,Sam Balter
nm0051206,Nic Balthazar
nm0051212,Traci Balthazor
nm0051257,Kirk Baltz
nm0051281,Jacques Balutin
nm0051282,Aleksandr Baluev
nm0051304,Honoré de Balzac
nm0051337,Karl Michael Balzer
nm0051377,Martha Bamattre
nm0051394,David Bamber
nm0051397,Jamie Bamber
nm0051398,Judy Bamber
nm0051414,Hilary Bamberger
nm0051428,Pair Bambi
nm0051447,Bill Bambridge
nm0051464,Freda Bamford
nm0051469,Maria Bamford
nm0051472,Simon Bamford
nm0051482,Gerry Bamman
nm0051495,Maddly Bamy
nm0051499,Daisuke Ban
nm0051502,Junzaburô Ban
nm0051509,Eric Bana
nm0051520,Jaume Banacolocha
nm0051559,Mike Banas
nm0051587,Shane Bunce
nm0051618,Benjie Bancroft
nm0051619,Bob Bancroft
nm0051628,George Bancroft
nm0051643,Tony Bancroft
nm0051649,Albert Band
nm0051659,Richard Band
nm0051676,Dvir Benedek
nm0051697,Andrea Bandel
nm0051704,Ed Brandenburg
nm0051720,Paul Bandey
nm0051779,Saradindu Bandopadhyay
nm0051808,Bibhutibhushan Bandyopadhyay
nm0051820,Monty Bane
nm0051822,Cristina Banegas
nm0051836,Haren Banerjee
nm0051837,Lalchand Banerjee
nm0051846,Runki Banerjee
nm0051850,Sarvadaman Banerjee
nm0051855,Tarashankar Banerjee
nm0051856,Victor Banerjee
nm0051857,Banerjee
nm0051861,Lionel Banes
nm0051862,Lisa Banes
nm0051882,Nella Banfi
nm0051903,Claes Bang
nm0051916,Joy Bang
nm0051917,Jun-seok Bang
nm0051930,Vivian Bang
nm0051931,Arne Bang-Hansen
nm0051939,Thomas Bangalter
nm0051993,Elaine Banham
nm0051994,Russ Banham
nm0052017,François-Marie Banier
nm0052023,Donatas Banionis
nm0052028,Patrick Banister
nm0052031,Mira Banjac
nm0052037,Ashley Bank
nm0052045,Mirra Bank
nm0052051,Nis Bank-Mikkelsen
nm0052079,Jennifer Banko
nm0052103,Boyd Banks
nm0052108,Brian Banks
nm0052113,Caerthan Banks
nm0052150,Ernie Lee Banks
nm0052166,Harry Banks
nm0052186,Jonathan Banks
nm0052194,Larry Banks
nm0052202,Lenore Banks
nm0052203,Leslie Banks
nm0052205,Linden Banks
nm0052208,Louis Banks
nm0052209,Lynne Reid Banks
nm0052218,Morwenna Banks
nm0052220,Nancy Banks
nm0052246,Steven Banks
nm0052256,Tony Banks
nm0052307,Jill Banner
nm0052329,Haradhan Bannerjee
nm0052332,Kali Bannerjee
nm0052333,Kanu Bannerjee
nm0052334,Karuna Bannerjee
nm0052343,Subir Banerjee
nm0052358,Yasmin Bannerman
nm0052407,Monica Bannister
nm0052410,Reggie Bannister
nm0052419,Yoshimitsu Banno
nm0052422,Bonnie Bannon
nm0052424,Chad Bannon
nm0052433,Jack Bannon
nm0052434,James Bannon
nm0052442,Steve Bannon
nm0052486,Rafael Banquells
nm0052491,Masayo Banri
nm0052532,Ashok Banthia
nm0052563,Christoph Bantzer
nm0052564,Claus Bantzer
nm0052570,Saira Banu
nm0052581,John Banville
nm0052605,Fabiola Banzi
nm0052614,Shi Bao
nm0052621,Uttara Baokar
nm0052628,Baoying Jiang
nm0052657,Juan Alfonso Baptista
nm0052667,Hayden Baptiste
nm0052675,Thomas Baptiste
nm0052713,Jacques Bar
nm0052722,Shlomo Bar-Aba
nm0052737,Amir Bar-Lev
nm0052754,Iris Bahr
nm0052770,Roy Bara
nm0052774,Martin J. Barab
nm0052777,Yannis Baraban
nm0052793,Zoltan Barabas
nm0052797,Jeffrey T. Barabe
nm0052812,Raffaella Baracchi
nm0052814,Adriano Baracco
nm0052849,Nino Baragli
nm0052880,Ari Barak
nm0052893,Amiri Baraka
nm0052912,Michael Baral
nm0052917,Lorenzo Baraldi
nm0052921,Fiammetta Baralla
nm0052944,Jack Baran
nm0052964,Steve Barancik
nm0053018,Albina Baranska
nm0053028,Philip Barantini
nm0053049,Norman Barasch
nm0053070,Andrea Barata Ribeiro
nm0053083,Diane Baratier
nm0053096,Dana Baratta
nm0053148,Jacqueline Barba
nm0053149,John Barba
nm0053161,Vana Barba
nm0053168,Manuel Barbachano Ponce
nm0053184,Angelo Barbagallo
nm0053190,Randy Barbato
nm0053200,Péter Barbalics
nm0053228,Ernie Barbarash
nm0053230,Luca Barbareschi
nm0053256,Nick Barbaro
nm0053267,Bob Barbash
nm0053289,Pierre Barbaud
nm0053302,Olli Barbé
nm0053335,Butch Barbella
nm0053344,Adam Barber
nm0053352,Billy Barber
nm0053354,Bobby Barber
nm0053370,David Barber
nm0053384,Frances Barber
nm0053388,Gary Barber
nm0053390,Gillian Barber
nm0053392,Glynis Barber
nm0053419,Karen Barber
nm0053427,Lesley Barber
nm0053443,Nigel Barber
nm0053448,Paul Barber
nm0053459,Rowland Barber
nm0053462,Samuel Barber
nm0053484,Joseph Barbera
nm0053493,Neal Barbera
nm0053508,Katie Barberi
nm0053519,Urbano Barberini
nm0053523,Alberto Barberis
nm0053543,Luis Barbero
nm0053556,Ken Barbet
nm0053565,Barbette
nm0053580,Michel Barbey
nm0053589,Frank Barbian
nm0053600,Anne Barbier
nm0053607,Christian Barbier
nm0053616,George Barbier
nm0053647,Benito Barbieri
nm0053658,Gato Barbieri
nm0053672,Pablo Barbieri Carrera
nm0053676,Paula Barbieri
nm0053700,Luigi Barbini
nm0053715,Leonida Barboni
nm0053716,Marco Barboni
nm0053721,Jadeen Barbor
nm0053798,Walkiria Barbosa
nm0053813,Bruce Paul Barbour
nm0053829,Joyce Barbour
nm0053856,Thomas Barbour
nm0053884,Madeleine Barbulée
nm0053887,Lisa Barbuscia
nm0053903,Marc Barbé
nm0053935,Franck Barcellini
nm0053984,Petra Barchi
nm0053990,Andrew Barchilon
nm0054007,Artur Barcis
nm0054024,Brent Barclay
nm0054026,Caroline Barclay
nm0054036,Don Barclay
nm0054041,Eddie Barclay
nm0054044,Eric Barclay
nm0054049,Gordon Barclay
nm0054053,Jane Barclay
nm0054077,Paris Barclay
nm0054087,Roger Barclay
nm0054096,William Barclay
nm0054133,Ben Bard
nm0054203,Michelle Bardeaux
nm0054214,Carlos Bardem
nm0054224,Pilar Bardem
nm0054234,Kerry Barden
nm0054253,Trevor Bardette
nm0054270,Aleksander Bardini
nm0054315,John Bardon
nm0054334,Mijanou Bardot
nm0054344,Grant Bardsley
nm0054358,Aleksi Bardy
nm0054381,Ramón Barea
nm0054397,Arija Bareikis
nm0054402,Stanislaw Bareja
nm0054403,Djemel Barek
nm0054436,Odette Barencey
nm0054439,Wouter Barendrecht
nm0054449,Ben Barenholtz
nm0054504,Kasper Barfoed
nm0054513,Ian Barford
nm0054540,Blixa Bargeld
nm0054554,Sonny Barger
nm0054560,Amir Barghashi
nm0054570,Katarzyna Bargielowska
nm0054607,Jenna Bari
nm0054621,Alessandro Baricco
nm0054626,B.J. Barie
nm0054632,Nimai Barik
nm0054653,Courtney Barilla
nm0054654,Giuseppe Barilla
nm0054667,Pierre Barillet
nm0054689,Norah Baring
nm0054697,Ike Barinholtz
nm0054701,Valeriy Barinov
nm0054711,Howard Barish
nm0054712,Keith Barish
nm0054713,Leora Barish
nm0054743,Kamal Kumar Barjatya
nm0054744,Sooraj R. Barjatya
nm0054745,Tarachand Barjatya
nm0054754,Charles Bark
nm0054760,Pietro Barzocchini
nm0054763,David Bark-Jones
nm0054803,Richard Barkeley
nm0054809,Alfred Barker Jr.
nm0054833,Betty Barker
nm0054837,Bob Barker
nm0054862,David Barker
nm0054875,Edhem Barker
nm0054911,Jess Barker
nm0054920,Josh Barker
nm0054954,Mike Barker
nm0054966,Pat Barker
nm0054970,Petronella Barker
nm0054974,Phillip Barker
nm0054982,Ron Barker
nm0054985,Ronnie Barker
nm0054991,Simon Barker
nm0055021,Beege Barkette
nm0055026,David Barkham
nm0055049,Marcie Barkin
nm0055050,Paul Barkin
nm0055079,Janet Bartley
nm0055097,Susanne Barklund
nm0055117,Nick Barkow
nm0055134,Peter Barkworth
nm0055135,György Barkó
nm0055261,Lou Barlow
nm0055270,Pat Barlow
nm0055271,Patrick Barlow
nm0055274,Ray Barlow
nm0055275,Reginald Barlow
nm0055289,Thelma Barlow
nm0055291,Tim Barlow
nm0055294,William Barlow
nm0055304,Ira Barmak
nm0055345,Bix Barnaba
nm0055350,Bruno Barnabe
nm0055364,Guglielmo Barnabò
nm0055368,Raju Barnad
nm0055369,Anthony Barnao
nm0055373,Antonia Barnard
nm0055394,Ivor Barnard
nm0055431,Michael Barnathan
nm0055432,Jimmy Barnatán
nm0055444,Jacquie Barnbrook
nm0055455,Omer Barnea
nm0055475,René Barnerias
nm0055481,Adilah Barnes
nm0055503,Barry Barnes
nm0055510,Bill Barnes
nm0055525,Britta Barnes
nm0055540,Cheryl Barnes
nm0055541,Chris Barnes
nm0055542,Chris Barnes
nm0055545,Chris Barnes
nm0055549,Christopher Daniel Barnes
nm0055578,Dwayne Barnes
nm0055583,Edward D. Barnes
nm0055604,George Barnes
nm0055614,Gordon Barnes
nm0055615,Gordon Barnes
nm0055618,Guy Barnes
nm0055629,Isaiah Barnes
nm0055645,Joanna Barnes
nm0055649,John Barnes
nm0055658,Julian Barnes
nm0055674,Lee Barnes
nm0055690,Mae Barnes
nm0055702,Michael Barnes
nm0055712,Milton Barnes
nm0055715,Nicholas Barnes
nm0055717,Nicky Kentish Barnes
nm0055723,Paul Barnes
nm0055726,Peter Barnes
nm0055727,Peter Barnes
nm0055733,Priscilla Barnes
nm0055736,Rayford Barnes
nm0055794,Susan Barnes
nm0055797,T. Roy Barnes
nm0055799,Theo Barnes
nm0055811,Wade Barnes
nm0055812,Walter Barnes
nm0055831,Mark Barnet
nm0055835,Olga Barnet
nm0055845,Angus Barnett
nm0055848,Arlene Barnett
nm0055858,Cameron Barnett
nm0055864,Charlie Barnett
nm0055872,Craig Barnett
nm0055899,Griff Barnett
nm0055922,John Barnett
nm0055928,Jonnie Barnett
nm0055937,Kevin Barnett
nm0055939,Laura Barnett
nm0055975,S.H. Barnett
nm0055987,Steve Barnett
nm0055995,Tom Barnett
nm0055998,Vince Barnett
nm0056002,Alan Barnette
nm0056021,Jean Barney
nm0056041,Kacey Clarke
nm0056072,Barry Barnholtz
nm0056086,Luc Barnier
nm0056148,Javon Barnwell
nm0056161,Robert Barocci
nm0056186,Boris Baromykin
nm0056187,Sacha Baron Cohen
nm0056191,Allen Baron
nm0056205,Caroline Baron
nm0056214,Dana Lyn Baron
nm0056217,Harold Pinter
nm0056228,Emma Baron
nm0056236,Fred Baron
nm0056240,Geraldine Baron
nm0056249,Joanne Baron
nm0056271,Lynda Baron
nm0056283,Michael Lee Baron
nm0056289,Norm Baron
nm0056310,Sandy Baron
nm0056319,Suzanne Baron
nm0056333,Ricardo Barona
nm0056407,Philippe Baronnet
nm0056423,Chandra Barot
nm0056427,Ranjit Barot
nm0056433,Pierre Barougier
nm0056434,Benoît Barouh
nm0056435,Pierre Barouh
nm0056477,Byron Barr
nm0056482,Allison Barron
nm0056492,Douglas Barr
nm0056521,Jeanne Barr
nm0056527,John Barr
nm0056541,Matthew Barr
nm0056550,Nathan Barr
nm0056556,Patrick Barr
nm0056575,Steven Barr
nm0056593,Gianfranco Barra
nm0056594,Peppe Barra
nm0056682,Bob Barran
nm0056686,María Barranco
nm0056697,Martine Barraqué
nm0056700,John Barrard
nm0056708,David Barrass
nm0056719,Robert Barrat
nm0056720,Sophie Barrat
nm0056725,Christophe Barratier
nm0056749,Ben Barraud
nm0056761,Jean-Louis Barrault
nm0056763,Marie-Christine Barrault
nm0056765,Véronique Barrault
nm0056768,Gérard Barray
nm0056770,Adriana Barraza
nm0056775,Gilberto Barraza
nm0056881,Frank Barrera
nm0056885,Gerardo Barrera
nm0056911,René Barrera
nm0056925,Robert Barrere
nm0056936,Sasha Barrese
nm0056958,Earl Barret
nm0056969,Nikki Barrett
nm0057025,Lucy Barreto
nm0057027,Luiz Carlos Barreto
nm0057055,Alice Barrett
nm0057056,Alison Barrett
nm0057075,Brendon Ryan Barrett
nm0057092,Claudia Barrett
nm0057093,Clive Barrett
nm0057106,David Barrett
nm0057121,Edith Barrett
nm0057132,Stefania D'Amario
nm0057150,Jacinda Barrett
nm0057157,James Lee Barrett
nm0057179,John Barrett
nm0057187,K.K. Barrett
nm0057202,Laurinda Barrett
nm0057217,Malcolm Barrett
nm0057221,Mark Barrett
nm0057246,Paul Barrett
nm0057248,Penny Barrett
nm0057254,Ray Barrett
nm0057261,Roberto D'Ettorre Piazzoli
nm0057270,Rona Barrett
nm0057277,Sean Barrett
nm0057301,Tim Barrett
nm0057308,Tony Barrett
nm0057314,Andrew Philpot
nm0057315,William E. Barrett
nm0057321,Bill Barretta
nm0057326,Michel Barrette
nm0057330,Amber Barretto
nm0057342,Barta Barri
nm0057349,Marco Barricelli
nm0057360,Amanda Barrie
nm0057363,Barbara Barrie
nm0057365,Benita Barrie
nm0057368,Chris Barrie
nm0057372,Elaine Barrie
nm0057381,J.M. Barrie
nm0057383,John Barrie
nm0057398,Michael Barrie
nm0057412,Wendy Barrie
nm0057422,Edgar Barrier
nm0057428,Maurice Barrier
nm0057450,Anthony Barrile
nm0057567,Chuck Barris
nm0057592,Seth Barrish
nm0057621,Claude Barrois
nm0057623,Ghislain Barrois
nm0057642,Robert V. Barron
nm0057654,Dana Barron
nm0057655,David Barron
nm0057664,Ferrell Barron
nm0057685,Keith Barron
nm0057706,Ray Barron
nm0057711,Robert Barron
nm0057729,Todd Barron
nm0057774,Miguel Barros
nm0057776,Nerea Barros
nm0057816,Manolita Barroso
nm0057835,David-Christophe Barrot
nm0057845,Bernard Barrow
nm0057856,Geoff Barrow
nm0057869,Michael F. Barrow
nm0057887,George Barrows
nm0057932,B. Constance Barry
nm0057970,Dave Barry
nm0057983,Don 'Red' Barry
nm0057984,Dorothy Barry
nm0058001,Gene Barry
nm0058019,Ivor Barry
nm0058021,J. Barry Herron
nm0058024,Jack Barry
nm0058029,Jason Barry
nm0058045,John Barry
nm0058054,Josh S. Barry
nm0058057,Julian Barry
nm0058089,Matthew Barry
nm0058090,Matthew Barry
nm0058099,Michael Barry
nm0058105,Neill Barry
nm0058109,Nina Barry
nm0058117,Patricia Barry
nm0058129,Philip Barry
nm0058164,Simon Barry
nm0058169,Stephen Charles Barry
nm0058175,Thom Barry
nm0058178,Todd Barry
nm0058181,Tony Barry
nm0058196,Yane Barry
nm0058214,Michael Barrymore
nm0058245,Léon Barsacq
nm0058246,Yves Barsacq
nm0058270,Leon Barsha
nm0058279,Judith Barsi
nm0058290,Vladimir Barskiy
nm0058302,Peter Barsocchini
nm0058319,Marcel Barsotti
nm0058369,Lionel Bart
nm0058371,Peter Bart
nm0058372,Roger Bart
nm0058384,John Bartha
nm0058393,Isa Bartalini
nm0058401,Sharunas Bartas
nm0058418,Steve Bartek
nm0058442,Phillip J. Bartell
nm0058445,Tim Bartell
nm0058458,Carl Bartels
nm0058466,George Bartels
nm0058496,George Bartenieff
nm0058532,Eddie Barth
nm0058537,Isolde Barth
nm0058539,Jack Barth
nm0058581,Justin Bartha
nm0058593,Beau Barthel
nm0058616,Michel Barthélémy
nm0058638,Roland Barthes
nm0058669,Sydney J. Bartholomew Jr.
nm0058713,Maurice Barthélémy
nm0058728,Ricardo Bartis
nm0058754,James Bartle
nm0058772,Alison Bartlett
nm0058783,Bonnie Bartlett
nm0058793,Charles Bartlett
nm0058799,Craig Bartlett
nm0058814,Erinn Bartlett
nm0058829,Helen Buck Bartlett
nm0058831,Jamie Bartlett
nm0058844,Keith Bartlett
nm0058853,Lisbeth Bartlett
nm0058873,Peter Bartlett
nm0058874,Peter Bartlett
nm0058905,Sy Bartlett
nm0058911,Tom Bartlett
nm0058933,John S. Bartley
nm0058936,Marcus Bartley
nm0058950,Elea Oberon
nm0058966,Carl Otto Bartning
nm0058982,Eva Bartok
nm0058983,Jayce Bartok
nm0058989,Agnieszka Bartold
nm0058991,Norman Bartold
nm0058994,Valerio Bartoleschi
nm0058997,Anne Bartoletti
nm0059001,Adolfo Bartoli
nm0059010,Luciano Bartoli
nm0059021,Giancarlo Bartolini Salimbeni
nm0059026,Elio Bartolini
nm0059030,Luigi Bartolini
nm0059077,Anita Bartolucci
nm0059091,Anne Barton
nm0059106,Charles Barton
nm0059121,Dee Barton
nm0059128,Don Barton
nm0059132,Dorie Barton
nm0059144,Gary Barton
nm0059158,Hollis Barton
nm0059165,James Barton
nm0059177,John Barton
nm0059183,John A. Barton
nm0059188,Kane Barton
nm0059194,Larry Barton
nm0059196,Loris Bazzocchi
nm0059200,Margaret Barton
nm0059205,Mary Ann Barton
nm0059215,Mischa Barton
nm0059218,Nick Barton
nm0059227,Peggy Barton
nm0059228,Peter Barton
nm0059229,Peter Barton
nm0059242,Roger Barton
nm0059247,Sean Barton
nm0059264,Zachary Barton
nm0059324,Laurie Bartram
nm0059382,Geof Bartz
nm0059431,Jay Baruchel
nm0059461,Sunil Barve
nm0059471,Chris Barwell
nm0059493,Hal Barwood
nm0059533,Asghar Barzegar
nm0059544,Yoram Barzilai
nm0059546,Chiara Barzini
nm0059553,Ben Barzman
nm0059566,Vladimír Barák
nm0059570,Laurent Barès
nm0059579,Luis Baró
nm0059595,Joan Bas
nm0059600,Philippe Bas
nm0059630,Gary Basaraba
nm0059631,Çetin Basaran
nm0059633,Tunç Basaran
nm0059646,Bill Basch
nm0059651,Martin Basch
nm0059654,David Alan Basche
nm0059656,Claudine Baschet
nm0059657,Marc Baschet
nm0059667,Derek Basco
nm0059707,Jackie Basehart
nm0059712,Michael Baseleon
nm0059721,Leila Basen
nm0059724,Michael S. Baser
nm0059793,Bilal Bashir
nm0059834,Giancarlo Basili
nm0059835,Harry Basil
nm0059844,Toni Basil
nm0059847,Oleg Basilashvili
nm0059863,Joe Basile
nm0059875,Pier Luigi Basile
nm0059879,Salvatore Basile
nm0059922,Denise Baske
nm0059925,Pamela Basker
nm0059932,Romy Baskerville
nm0059934,James Baskett
nm0059941,Cezmi Baskin
nm0059946,Elya Baskin
nm0059956,Richard Baskin
nm0059960,Sonny Baskin
nm0059962,William Baskin
nm0059971,Antoine Basler
nm0059974,Marianne Basler
nm0060002,Vladimir Basov
nm0060015,Rudy Basquez
nm0060023,Alfie Bass
nm0060062,Harriet Bass
nm0060072,Jules Bass
nm0060076,Kim Bass
nm0060078,Lauren Bass
nm0060103,Ron Bass
nm0060106,Seth Bass
nm0060114,Tamara Bass
nm0060137,Davide Bassan
nm0060138,Giuseppe Bassan
nm0060145,Giorgio Bassani
nm0060168,Albert Bassermann
nm0060174,Gaby Basset
nm0060202,Craig Bassett
nm0060213,James Bassett
nm0060221,Linda Bassett
nm0060228,Nick Bassett
nm0060236,Ronald Bassett
nm0060248,William Bassett
nm0060257,Jennifer Bassey
nm0060284,Pier Emilio Bassi
nm0060288,Serge Rezvani
nm0060289,Danielle Bassiak
nm0060302,Roberta Bassin
nm0060311,Kevin Bassinson
nm0060317,Robert Bassler
nm0060325,Bob Basso
nm0060340,Patrizia Basso
nm0060413,Saskia van Basten-Batenburg
nm0060442,Gert Bastian
nm0060459,Rene Bastian
nm0060549,Marcin Kot Bastkowski
nm0060561,Steve Bastoni
nm0060584,Othon Bastos
nm0060607,Bipasha Basu
nm0060610,Gangapada Basu
nm0060614,Sumit Basu
nm0060629,Ravi Baswani
nm0060631,Miroslaw Baszak
nm0060652,Georges Bataille
nm0060657,Julie Bataille
nm0060661,Nicolas Bataille
nm0060692,Aleksey Batalov
nm0060701,Arthur Batanides
nm0060705,Beatriz Batarda
nm0060712,Marian Batavier
nm0060741,John Batchelor
nm0060742,Joy Batchelor
nm0060760,Janet Scott Batchler
nm0060761,Lee Batchler
nm0060780,Laurent Bateau
nm0060792,Colin Bateman
nm0060799,Geoffrey Bateman
nm0060809,Kent Bateman
nm0060813,Michael John Bateman
nm0060822,Suzanne Bateman
nm0060845,Barbara Bates
nm0060848,Ben Bates
nm0060850,Bert Bates
nm0060862,Brigid Erin Bates
nm0060876,Charles Bates
nm0060880,Cherise Bates
nm0060885,Colin Bates
nm0060889,Dan Bates
nm0060904,Florence Bates
nm0060912,Granville Bates
nm0060914,H.E. Bates
nm0060915,Harry Bates
nm0060931,Jeanne Bates
nm0060966,Larry Bates
nm0060971,Liam Bates
nm0060988,Michael Bates
nm0061003,Paul Bates
nm0061012,Ralph Bates
nm0061045,Tyler Bates
nm0061063,Timothy Bateson
nm0061064,Hugh Bateup
nm0061078,John Bath
nm0061088,Neelesha Barthel
nm0061100,Etienne Bartholomeus
nm0061106,Robert Bathurst
nm0061112,Marc-André Batigne
nm0061151,Henry Batista
nm0061192,Bedrich Batka
nm0061205,William Batliner
nm0061217,Stiv Bators
nm0061223,Pooja Batra
nm0061250,Susan Batson
nm0061251,Terrie Batson
nm0061260,Bert Batt
nm0061262,Bryan Batt
nm0061288,Eve Battaglia
nm0061295,Gianlorenzo Battaglia
nm0061298,Guillermo Battaglia
nm0061307,Matt Battaglia
nm0061309,Rik Battaglia
nm0061328,Maria Luigia Battani
nm0061337,Joe Batteer
nm0061343,Ivo Battelli
nm0061347,Cyia Batten
nm0061388,Will Battersby
nm0061402,Giulio Battiferri
nm0061432,Franco Battista
nm0061434,Gérard de Battista
nm0061437,Lloyd Battista
nm0061452,Mario Battistel
nm0061472,Carlo Battisti
nm0061474,Battista Lena
nm0061484,Giuseppe Battiston
nm0061486,Catherine Battistone
nm0061507,Hinton Battle
nm0061543,David Battley
nm0061557,John Battsek
nm0061582,Stéphane Batut
nm0061639,Vanessa Bauche
nm0061640,Anne Bauchens
nm0061649,Bill Baucom
nm0061669,Laurent Baudens
nm0061671,Mary Ellen Bauder
nm0061770,Cate Bauer
nm0061777,Chris Bauer
nm0061781,Varhan Orchestrovich Bauer
nm0061808,Fred Bauer
nm0061829,Hans Bauer
nm0061830,Hans-Uwe Bauer
nm0061853,Jean Bauer
nm0061864,Josef Martin Bauer
nm0061865,Joseph Bauer
nm0061877,Kristin Bauer
nm0061890,Mary Bauer
nm0061917,Richard Bauer
nm0061923,Rollin Bauer
nm0061926,Sam Bauer
nm0061952,Wolf Bauer
nm0061954,Wolfgang M. Bauer
nm0061978,Monika Bauert
nm0061982,Brian Baugh
nm0061985,Gary Baugh
nm0061986,Hume Baugh
nm0062010,Eric Baugin
nm0062027,Patrick Baujin
nm0062030,David Baukham
nm0062049,Kai Ivo Baulitz
nm0062070,Bruce Baum
nm0062071,Carol Baum
nm0062115,Martin Baum
nm0062126,Roger S. Baum
nm0062136,Thomas Baum
nm0062138,Van Baum
nm0062139,Vicki Baum
nm0062140,Vincent Baum
nm0062149,Beau Bauman
nm0062177,Michael Bauman
nm0062215,Gerd Baumann
nm0062251,Simone Baumann
nm0062263,Jonathan Baumbach
nm0062328,Alan Baumgarten
nm0062332,Craig Baumgarten
nm0062357,John Baumgartner
nm0062362,Karl Baumgartner
nm0062369,Michèle Baumgartner
nm0062373,Robby Baumgartner
nm0062429,Jack Baur
nm0062430,Lilo Baur
nm0062471,Pina Bausch
nm0062488,Didier Baussy
nm0062492,Christian Baute
nm0062531,Marilyn Bautista
nm0062565,Fabrizio Bava
nm0062583,Cheryl Bayer
nm0062592,Frances Bavier
nm0062593,José Baviera
nm0062613,Laurence Bawedin
nm0062614,Harry Baweja
nm0062624,Arnold Bax
nm0062636,Helen Baxendale
nm0062642,Barbara Baxley
nm0062644,Craig R. Baxley
nm0062646,Gary Baxley
nm0062658,George Baxt
nm0062661,Baxter
nm0062667,Alan Baxter
nm0062709,Clive Baxter
nm0062711,Cynthia O'Neal
nm0062716,David Baxter
nm0062717,Deborah Baxter
nm0062738,Max Brand
nm0062752,Jennifer Baxter
nm0062775,Kirk Baxter
nm0062785,Lynsey Baxter
nm0062825,Tommie Baxter
nm0062827,Trevor Baxter
nm0062828,Warner Baxter
nm0062844,Frances Bay
nm0062907,Mahbubeh Bayat
nm0062912,Kenan Baydemir
nm0062917,Noël Baye
nm0062937,Gary Bayer
nm0063027,Terence Bayler
nm0063038,Mary Bayless
nm0063113,Hal Baylor
nm0063119,Andrew Bayly
nm0063127,Stephen Bayly
nm0063128,Silvia Baylé
nm0063136,Erwan Baynaud
nm0063143,Lawrence Bayne
nm0063165,Peter Baynham
nm0063189,Katrina Bayonas
nm0063205,Güngör Bayrak
nm0063218,Joe Bays
nm0063224,Ihsan Baysal
nm0063228,Marc de Bayser
nm0063252,Okan Bayülgen
nm0063266,Tina Baz
nm0063270,Rodrigo Bazaes Nieto
nm0063274,Themis Bazaka
nm0063299,Camille Bazbaz
nm0063303,Mark Bazeley
nm0063326,Baziga
nm0063348,Brenda Bazinet
nm0063353,Brigid Bazlen
nm0063357,Anees Bazmee
nm0063372,Marcela Bazzano
nm0063400,Iskender Bagcilar
nm0063414,Roque Baños
nm0063430,Yael Be
nm0063432,Stevie Be-Zet
nm0063440,Adam Beach
nm0063442,Ann Beach
nm0063459,Edward L. Beach
nm0063460,Gary Beach
nm0063470,Jeffery Beach
nm0063473,Jim Beach
nm0063482,Lisa Beach
nm0063504,Stephen Beach
nm0063511,Wayne Beach
nm0063542,Gary Beadle
nm0063561,E. Hampton Beagle
nm0063566,Peter S. Beagle
nm0063571,Kate Beahan
nm0063583,John Beaird
nm0063592,Richard Bekins
nm0063618,Jeff Beal
nm0063619,John Beal
nm0063643,Edith Bouvier Beale
nm0063649,Christopher P. Beale
nm0063655,Greg Beale
nm0063706,June Beallor
nm0063732,Sarah Beaman
nm0063750,Lindsay Beamish
nm0063765,Alan Bean
nm0063769,Charlie Bean
nm0063785,Henry Bean
nm0063794,Kendall Bean
nm0063798,Marshall Bean
nm0063800,Noah Bean
nm0063815,Steve Bean
nm0063819,Douglas Carter Beane
nm0063821,Hilary Beane
nm0063856,Rhet Bear
nm0063891,David Beard
nm0063903,Jane Beard
nm0063905,John Beard
nm0063914,Matthew Beard
nm0063915,Matthew 'Stymie' Beard
nm0063944,Sugar Lyn Beard
nm0063945,Steven Beard
nm0063947,Tom Beard
nm0063953,James Goldman
nm0063963,James Bearden
nm0063966,Michael Bearden
nm0063973,Chris Boardman
nm0063976,Sarah Beardsall
nm0063998,Mike Behrman
nm0064010,Frank Beascoechea
nm0064022,Bradley Beesley
nm0064040,John Beasley
nm0064057,William S. Beasley
nm0064062,Eric L. Beason
nm0064065,Terrence Beasor
nm0064086,Carmen Beato
nm0064091,Alex Beaton
nm0064098,Bruce Beaton
nm0064100,Cecil Beaton
nm0064106,Jesse Beaton
nm0064114,Norman Beaton
nm0064125,Stephen Beatrice
nm0064135,Andrew Beattie
nm0064141,Bob Beattie
nm0064155,Ian Beattie
nm0064169,Maureen Beattie
nm0064170,Michael Beattie
nm0064174,Richard Beattie
nm0064178,Ron Beattie
nm0064179,Scott Beattie
nm0064181,Stuart Beattie
nm0064187,Lou Beatty Jr.
nm0064191,Belinda Beatty
nm0064193,Bruce Beatty
nm0064194,Bunny Beatty
nm0064200,David Beatty
nm0064207,Ethel Beatty
nm0064225,May Beatty
nm0064229,Nancy Beatty
nm0064235,Robert Beatty
nm0064277,Susan Beaubian
nm0064283,Robert Beaucage
nm0064290,Christophe Beaucarne
nm0064293,Annie Beauchamp
nm0064374,René Beaudin
nm0064375,Raquel Beaudene
nm0064416,Eugene Borden
nm0064433,Michelle Beaudoin
nm0064438,Sydni Beaudoin
nm0064444,Pete Beaudreau
nm0064455,Michel Beaudry
nm0064479,Simon Beaufoy
nm0064496,Marguerite Beaugé
nm0064497,Marguerite Renoir
nm0064503,Jérôme Beaujour
nm0064510,Benoit Beaulieu
nm0064530,Marcel Beaulieu
nm0064546,Trace Beaulieu
nm0064554,Leon Beaumon
nm0064555,Nicholas Beauman
