tconst,originalTitle,weightedAverage,soup
tt0031334,The Four Feathers,6.872431793402491,adventure drama romance nm0466113 nm0166234 nm0724732 nm0807580 nm0243454 nm0420011
tt0031359,Gaslight,6.753954327504227,mystery thriller nm0225555 nm0906932 nm0944087 nm0678693 nm0179451 nm0628579
tt0031381,Gone with the Wind,8.170202186724676,drama romance war nm0281808 nm0002030 nm0939992 nm0000022 nm0000046 nm0593775 nm0641966 nm0450810
tt0031385,"Goodbye, Mr. Chips",7.380832331909891,drama romance nm0939992 nm0291548 nm0232196 nm0002093 nm0452953
tt0031398,Gunga Din,6.912565261092549,adventure comedy war nm0828419 nm0000026 nm0000021 nm0572142 nm0001195 nm0415488
tt0031448,The Hound of the Baskervilles,7.033625289769899,crime mystery thriller nm0485647 nm0001651 nm0115558 nm0338901 nm0057412 nm0041172
tt0031455,The Hunchback of Notre Dame,7.33047805939194,drama romance nm0226189 nm0001452 nm0000058 nm0362567 nm0593775 nm0639529
tt0031505,Jamaica Inn,6.261931980041268,adventure crime nm0000033 nm0000058 nm0628579 nm0001452 nm0388166 nm0677961
tt0031514,Le jour se lève,7.126242878546777,crime drama romance nm0138893 nm0300064 nm0491238 nm0001916 nm0077598 nm0077620
tt0031580,The Little Princess,6.70682798609338,comedy drama family nm0485943 nm0782682 nm0000073 nm0338901 nm0521937 nm0402842 nm0003110
tt0031593,Love Affair,6.808606667778519,comedy drama romance nm0564970 nm0002050 nm0000964 nm0653642 nm0101350 nm0021667
tt0031647,Midnight,7.034930173692946,comedy romance nm0500552 nm0001055 nm0000747 nm0000858 nm0496473 nm0000802
tt0031679,Mr. Smith Goes to Washington,8.023945574425898,comedy drama nm0001008 nm0000071 nm0000795 nm0001647 nm0036427 nm0452128
tt0031725,Ninotchka,7.509206585436675,comedy romance nm0523932 nm0001256 nm0002048 nm0163257 nm0000509 nm0750079
tt0031742,Of Mice and Men,7.11568790259746,adventure drama nm0587277 nm0001033 nm0580565 nm0275897 nm0001948 nm0092129
tt0031762,Only Angels Have Wings,7.255702671151837,adventure drama romance nm0001328 nm0000026 nm0000795 nm0000028 nm0001932 nm0593775
tt0031826,The Private Lives of Elizabeth and Essex,6.6313249339699505,biography drama history nm0002031 nm0000012 nm0001224 nm0000014 nm0187981 nm0002118
tt0031867,The Roaring Twenties,7.480597430650206,crime drama film-noir nm0909825 nm0000010 nm0000007 nm0485509 nm0313438 nm0528705
tt0031885,La règle du jeu,7.662940855417314,comedy drama nm0719756 nm0197950 nm0339669 nm0239513 nm0664186 nm0847851
tt0031951,Son of Frankenstein,6.823687707248532,drama horror sci-fi nm0498174 nm0000472 nm0001651 nm0000509 nm0041172 nm0404360
tt0031971,Stagecoach,7.66199031171714,adventure drama western nm0000406 nm0000078 nm0872456 nm0222596 nm0001017 nm0593775
tt0032138,The Wizard of Oz,8.077838097308545,adventure family fantasy nm0281808 nm0896542 nm0000023 nm0604656 nm0001961
tt0032143,The Women,7.3174087910743655,comedy drama nm0002030 nm0790454 nm0001076 nm0751426 nm0092683 nm0002104
tt0032145,Wuthering Heights,7.232952908451728,drama romance nm0943758 nm0643353 nm0000059 nm0000057 nm0733460 nm0187981
tt0032155,Young Mr. Lincoln,7.033383230797495,biography drama history nm0000406 nm0000020 nm0103567 nm0915913 nm0924011 nm0172287
tt0032194,"All This, and Heaven Too",6.811240178333668,drama romance nm0514822 nm0000012 nm0000964 nm0528705 nm0641966 nm0917768
tt0032234,The Bank Dick,6.739551390748631,comedy nm0166836 nm0001211 nm0936755 nm0580916 nm0215822 nm0707771
tt0032484,Foreign Correspondent,7.187144147157171,action romance thriller nm0000033 nm0566948 nm0206478 nm0003339 nm0001695 nm0060168
tt0032536,Go West,6.512276053610457,comedy musical western nm0125636 nm0000050 nm0555597 nm0555617 nm0140865 nm0507114
tt0032551,The Grapes of Wrath,8.008434017107598,drama nm0000406 nm0000020 nm0002034 nm0001017 nm0335788 nm0100758
tt0032553,The Great Dictator,8.354159189347472,comedy drama war nm0000122 nm0000122 nm0002104 nm0642988 nm0306786
tt0032599,His Girl Friday,7.681000105747335,comedy drama romance nm0001328 nm0000026 nm0751426 nm0000897 nm0516876 nm0356004
tt0032635,The Invisible Man Returns,6.343030800340661,drama horror mystery nm0562004 nm0362567 nm0001637 nm0340644 nm0840330 nm0445523
tt0032701,The Letter,7.162589200036128,crime drama film-noir nm0943758 nm0000012 nm0003339 nm0827263 nm0408586 nm0814216
tt0032762,The Mark of Zorro,7.08607283157388,action adventure family nm0541149 nm0000061 nm0001105 nm0001651 nm0814216 nm0657874
tt0032811,The Mortal Storm,7.010899684493665,drama nm0097648 nm0837925 nm0000071 nm0001870 nm0604656 nm0821041
tt0032842,Night Train to Munich,6.716752381253162,drama romance thriller nm0715346 nm0516994 nm0001322 nm0002134 nm0705509 nm0915614
tt0032904,The Philadelphia Story,7.790790547689587,comedy romance nm0002030 nm0000026 nm0000031 nm0000071 nm0404046 nm0397397
tt0032943,Pride and Prejudice,6.970099396451256,drama romance nm0502752 nm0002093 nm0000059 nm0092683 nm0646829 nm0001577
tt0032976,Rebecca,8.036673147847702,drama mystery romance nm0000033 nm0000059 nm0000021 nm0001695 nm0000752 nm0115558
tt0032981,Remember the Night,7.016478698975769,comedy drama romance nm0500552 nm0001766 nm0534045 nm0094135 nm0666201 nm0732062
tt0033028,The Sea Hawk,7.14815074366403,action adventure history nm0002031 nm0001224 nm0550782 nm0001647 nm0187981 nm0733460
tt0033045,The Shop Around the Corner,7.790576454394664,comedy drama romance nm0523932 nm0837925 nm0000071 nm0604656 nm0771584 nm0352774
tt0033149,They Drive by Night,6.830194724827153,crime drama film-noir nm0909825 nm0706368 nm0000007 nm0792130 nm0526946 nm0656175
tt0033238,Waterloo Bridge,7.22204908463281,drama romance war nm0503777 nm0000046 nm0001791 nm0914778 nm0276065 nm0653642
tt0033253,The Westerner,6.8242163670231655,drama western nm0943758 nm0000011 nm0000974 nm0202589 nm0831872 nm0875861
tt0033373,Ball of Fire,7.30063832910594,comedy romance nm0001328 nm0000011 nm0001766 nm0393028 nm0871287 nm0757064
tt0033388,The Big Store,6.345594480678937,comedy family musical nm0718469 nm0000050 nm0555597 nm0555617 nm0553149 nm0340706
tt0033467,Citizen Kane,8.277470060274453,drama mystery nm0000080 nm0000080 nm0001072 nm0173827 nm0001547
tt0033532,All That Money Can Buy,6.929758354935814,drama fantasy romance nm0226189 nm0036427 nm0404158 nm0002034 nm0800386 nm0516876
tt0033553,Dr. Jekyll and Mr. Hyde,6.590464852272991,drama horror sci-fi nm0281808 nm0000075 nm0000006 nm0001805 nm0187981
tt0033627,49th Parallel,6.856838741731771,drama thriller war nm0003836 nm0001366 nm0000059 nm0313582 nm0692439 nm0522577
tt0033712,Here Comes Mr. Jordan,6.966099750884247,comedy fantasy romance nm0355284 nm0599910 nm0001647 nm0450810 nm0426089 nm0002143
tt0033717,High Sierra,7.227160703175476,action adventure drama nm0909825 nm0526946 nm0000007 nm0193232 nm0447913 nm0504125
tt0033729,How Green Was My Valley,7.458187002752825,drama family nm0000406 nm0682074 nm0000058 nm0496819 nm0187981 nm0001522
tt0033740,I Wake Up Screaming,6.707258687664529,crime drama film-noir nm0401680 nm0002107 nm0001514 nm0484808 nm0187284 nm0307326
tt0033804,The Lady Eve,7.431761726103486,comedy romance nm0002545 nm0001766 nm0000020 nm0002013 nm0657874 nm0218131
tt0033836,The Little Foxes,7.424599956563226,drama romance nm0943758 nm0000012 nm0003339 nm0942863 nm0137999 nm0002053
tt0033870,The Maltese Falcon,7.946893235775917,crime film-noir mystery nm0001379 nm0000007 nm0000802 nm0313438 nm0000048 nm0533692
tt0033873,Man Hunt,6.75274250111088,crime drama romance nm0000485 nm0682074 nm0000910 nm0001695 nm0001017 nm0001522
tt0033874,The Man Who Came to Dinner,7.026606153874828,comedy romance nm0445033 nm0000012 nm0792130 nm0941253 nm0871432 nm0002051
tt0033891,Meet John Doe,7.242560231677975,comedy drama romance nm0001008 nm0000011 nm0001766 nm0036427 nm0000974 nm0001981
tt0033922,Mr. & Mrs. Smith,6.2622235013605625,comedy romance nm0000033 nm0001479 nm0599910 nm0713270 nm0007217 nm0580882
tt0034012,Penny Serenade,6.685176981699944,drama romance nm0828419 nm0000026 nm0002050 nm0094135 nm0118000 nm0233352
tt0034167,Sergeant York,7.392816060201995,biography drama history nm0001328 nm0000011 nm0000974 nm0504125 nm0864869 nm0725897
tt0034172,Shadow of the Thin Man,6.769886870604277,drama mystery nm0886754 nm0001635 nm0001485 nm0625167 nm0001656 nm0505249
tt0034240,Sullivan's Travels,7.643048076957967,adventure comedy drama nm0002545 nm0566948 nm0000043 nm0913094 nm0218131 nm0659427
tt0034248,Suspicion,7.181680518489752,film-noir mystery thriller nm0000033 nm0000026 nm0000021 nm0362567 nm0115558 nm0926599
tt0034272,That Hamilton Woman,6.69149018214157,drama history romance nm0466099 nm0000046 nm0000059 nm0610253 nm0021329 nm0178066
tt0034277,They Died with Their Boots On,6.770500647419498,war western nm0909825 nm0001224 nm0000014 nm0447913 nm0335788 nm0516876
tt0034398,The Wolf Man,7.056841560468607,horror mystery romance nm0905729 nm0001647 nm0929925 nm0001033 nm0000897
tt0034428,Across the Pacific,6.50164409464948,action adventure drama nm0001379 nm0792605 nm0000007 nm0000802 nm0002113 nm0357111 nm0950958
tt0034522,The Black Swan,6.440671378861097,adventure drama nm0454771 nm0000061 nm0000058 nm0187284 nm0593775 nm0001695
tt0034583,Casablanca,8.4810003618057,drama romance war nm0002031 nm0000007 nm0000006 nm0002134 nm0001647 nm0891998
tt0034587,Cat People,7.035038018270899,fantasy horror thriller nm0869664 nm0800386 nm0007218 nm0808949 nm0709905 nm0392442
tt0034786,The Ghost of Frankenstein,6.131686437945985,drama horror sci-fi nm0448915 nm0362567 nm0001033 nm0000897 nm0041172
tt0034798,The Glass Key,6.668147860758442,crime drama film-noir nm0374702 nm0000042 nm0000043 nm0002046 nm0335748 nm0219396
tt0034862,Holiday Inn,7.051850057997194,comedy drama music nm0762263 nm0020980 nm0001078 nm0000001 nm0721851 nm0197713 nm0008496
tt0034881,I Married a Witch,6.782378686804848,comedy fantasy romance nm0163229 nm0545298 nm0000043 nm0070361
tt0034890,In This Our Life,6.752783925634106,drama nm0001379 nm0909825 nm0000012 nm0000014 nm0107575 nm0604605 nm0002013
tt0034891,In Which We Serve,6.753289175197177,drama war nm0002021 nm0002021 nm0590055 nm0587061 nm0424743 nm0909727
tt0034946,Kings Row,6.841235982945885,drama nm0939992 nm0792130 nm0191950 nm0001654 nm0275897 nm0002013
tt0035015,The Magnificent Ambersons,7.376002461764139,drama romance nm0000080 nm0281381 nm0936404 nm0392529 nm0001072 nm0182537 nm0000879 nm0001547
tt0035019,The Major and the Minor,6.916510490293928,comedy romance nm0000697 nm0001677 nm0001537 nm0426089 nm0070361 nm0528658
tt0035093,Mrs. Miniver,7.309276286315146,drama romance war nm0943758 nm0002093 nm0682074 nm0942863 nm0926599 nm0654239
tt0035140,"Now, Voyager",7.541392301178146,drama romance nm0710924 nm0000012 nm0002134 nm0001647 nm0178066 nm0335748
tt0035160,Ossessione,7.064230536227394,crime drama romance nm0899581 nm0129278 nm0320988 nm0188096 nm0546222 nm0244602
tt0035169,The Palm Beach Story,7.1300253977135135,comedy romance nm0002545 nm0001055 nm0566948 nm0000802 nm0884964 nm0036324
tt0035211,The Pride of the Yankees,7.181498042499763,biography drama romance nm0939992 nm0000011 nm0942863 nm0751899 nm0000974 nm0002053
tt0035238,Random Harvest,7.2580222182020915,drama romance nm0503777 nm0172903 nm0002093 nm0233856 nm0676688 nm0871287
tt0035262,Road to Morocco,6.620936851998938,adventure comedy family nm0124877 nm0001078 nm0001362 nm0483787 nm0000063
tt0035279,Saboteur,6.960102248869954,thriller war nm0000033 nm0485509 nm0191950 nm0472603 nm0062667 nm0079681
tt0035317,Sherlock Holmes and the Secret Weapon,6.361329062678716,adventure crime drama nm0624756 nm0001651 nm0115558 nm0041172 nm0894524 nm0692796
tt0035318,Sherlock Holmes and the Voice of Terror,6.290473193988079,crime mystery thriller nm0712639 nm0001651 nm0115558 nm0030166 nm0219666 nm0327089
tt0035417,The Talk of the Town,7.031864596908764,comedy drama romance nm0828419 nm0000026 nm0000795 nm0172903 nm0118000 nm0268225
tt0035423,Kate & Leopold,6.388135517321452,comedy fantasy romance nm0003506 nm0000212 nm0413168 nm0000630 nm0005227 nm0005169
tt0035432,This Gun for Hire,7.008636138761819,crime drama film-noir nm0878338 nm0000042 nm0000043 nm0696481 nm0187284 nm0551222
tt0035446,To Be or Not to Be,7.899982824366323,comedy romance war nm0523932 nm0001479 nm0000912 nm0821041 nm0107795 nm0041172
tt0035567,Woman of the Year,6.811749139155124,comedy drama romance nm0828419 nm0000075 nm0000031 nm0047810 nm0654239 nm0914808
tt0035575,Yankee Doodle Dandy,7.274609035375999,biography drama family nm0002031 nm0000010 nm0504125 nm0404158 nm0926636 nm0543287
tt0035753,Le corbeau,7.289616689474216,crime drama mystery nm0167241 nm0294382 nm0496185 nm0289932 nm0543924 nm0299353
tt0035799,Destination Tokyo,6.670706175628462,adventure war nm0202681 nm0000026 nm0002092 nm0002118 nm0725891 nm0163816
tt0035884,Five Graves to Cairo,6.8255827529950555,thriller war nm0000697 nm0867144 nm0000879 nm0848667 nm0093769 nm0886870
tt0035896,For Whom the Bell Tolls,6.595416450880167,adventure drama history nm0939992 nm0000011 nm0000006 nm0848667 nm0194742 nm0812453
tt0035899,Frankenstein Meets the Wolf Man,6.325414081404614,fantasy horror sci-fi nm0624756 nm0001033 nm0557314 nm0461549 nm0041172 nm0000509
tt0035966,Hangmen Also Die!,6.863124217739707,drama film-noir thriller nm0000485 nm0002046 nm0000974 nm0496819 nm0516876
tt0035979,Heaven Can Wait,6.976796766757306,comedy drama fantasy nm0523932 nm0000074 nm0000747 nm0002013 nm0537685 nm0187284
tt0036027,I Walked with a Zombie,6.779541274177072,drama fantasy horror nm0869664 nm0214168 nm0007218 nm0255199 nm0057121 nm0068257
tt0036098,Lassie Come Home,6.677889202954052,adventure drama family nm0928208 nm0001522 nm0187981 nm0926599 nm0350324 nm0115558
tt0036104,The Leopard Man,6.461322102773737,film-noir horror thriller nm0869664 nm0641454 nm0546712 nm0112046 nm0422436 nm0068257
tt0036112,The Life and Death of Colonel Blimp,7.573231636209553,drama romance war nm0003836 nm0696247 nm0515193 nm0000039 nm0906932
tt0036172,The More the Merrier,7.02975754909523,comedy nm0828419 nm0000795 nm0566948 nm0002013 nm0301348 nm0071636
tt0036244,The Ox-Bow Incident,7.695767677124357,drama western nm0920074 nm0000020 nm0000763 nm0400794 nm0000063 nm0264278
tt0036260,Phantom Lady,6.724256086723242,crime drama film-noir nm0802563 nm0867144 nm0707048 nm0193232 nm0592058 nm0327089
tt0036261,Phantom of the Opera,6.316169235188323,drama horror music nm0523893 nm0248904 nm0288078 nm0001647 nm0057422 nm0140504
tt0036323,Sahara,7.051658369203718,action drama war nm0466113 nm0000007 nm0071636 nm0619798 nm0000978 nm0002270
tt0036341,The Seventh Victim,6.492017662563269,drama horror mystery nm0733476 nm0001375 nm0007218 nm0112046 nm0422436 nm0107574
tt0036342,Shadow of a Doubt,7.692554793528215,film-noir thriller nm0000033 nm0942863 nm0001072 nm0136994 nm0871287 nm0172048
tt0036348,Sherlock Holmes Faces Death,6.544242987675435,crime mystery romance nm0624756 nm0001651 nm0115558 nm0388615 nm0546657 nm0111702
tt0036376,Son of Dracula,6.13422067416839,drama fantasy horror nm0802563 nm0001033 nm0656745 nm0020145 nm0030166 nm0186600
tt0036377,The Song of Bernadette,7.0372429394835105,biography drama mystery nm0454771 nm0428354 nm0001948 nm0264278 nm0001637 nm0002011
tt0036400,Sugata Sanshirô,6.4538914797506095,action adventure drama nm0000041 nm0645676 nm0297843 nm0865372 nm0875370 nm0793766
tt0036506,Vredens dag,7.502508494110498,drama history nm0003433 nm0740463 nm0610228 nm0624653 nm0028249 nm0073899
tt0036613,Arsenic and Old Lace,7.792292177658855,comedy crime thriller nm0001008 nm0000026 nm0485509 nm0557339 nm0007217 nm0002143
tt0036695,A Canterbury Tale,6.811172690401086,comedy drama mystery nm0003836 nm0696247 nm0692439 nm0799257 nm0696866 nm0842302 nm0460874
tt0036723,Cover Girl,6.460951417203406,comedy music musical nm0896533 nm0000028 nm0000037 nm0101350 nm0799014
tt0036733,The Curse of the Cat People,6.485205566631791,drama horror mystery nm0902270 nm0936404 nm0800386 nm0808949 nm0709905 nm0141466 nm0545295
tt0036775,Double Indemnity,8.238477525643722,crime drama film-noir nm0000697 nm0534045 nm0001766 nm0000064 nm0056477 nm0356004
tt0036818,Die Feuerzangenbowle,7.044298744206998,comedy family nm0919012 nm0004464 nm0385381 nm0785919 nm0690691
tt0036855,Gaslight,7.591571419359778,crime drama mystery nm0002030 nm0000964 nm0000006 nm0001072 nm0926599 nm0001450
tt0036868,The Best Years of Our Lives,7.972795955194556,drama romance war nm0943758 nm0001485 nm0000763 nm0545298 nm0942863 nm0562920
tt0036872,Going My Way,6.777033754682797,comedy drama music nm0564970 nm0001078 nm0280178 nm0570451 nm0113769 nm0516876
tt0036891,Hail the Conquering Hero,6.898439886899495,comedy war nm0002545 nm0102787 nm0707048 nm0906940 nm0218131 nm0659427
tt0036910,The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,6.659163289676144,biography drama history nm0000059 nm0000059 nm0628579 nm0052203 nm0043875 nm0375818
tt0036931,House of Frankenstein,6.190839228081728,fantasy horror sci-fi nm0448915 nm0000472 nm0001033 nm0619798 nm0001017 nm0350374
tt0036969,Jane Eyre,7.043838277332538,drama romance nm0829038 nm0000080 nm0000021 nm0639684 nm0307750 nm0840330
tt0037008,Laura,7.7475176381232815,drama film-noir mystery nm0695937 nm0541149 nm0000074 nm0000763 nm0916067 nm0001637 nm0000752
tt0037017,Lifeboat,7.403380970098315,drama war nm0000033 nm0000845 nm0388303 nm0805790 nm0000904 nm0027156
tt0037059,Meet Me in St. Louis,7.297625759679109,comedy drama family nm0591486 nm0000023 nm0639684 nm0000802 nm0107082 nm0000748
tt0037075,Ministry of Fear,6.769296147042154,crime drama film-noir nm0000485 nm0001537 nm0721851 nm0260722 nm0111702 nm0911278
tt0037077,The Miracle of Morgan's Creek,7.050241345130048,comedy romance war nm0002545 nm0102787 nm0002149 nm0528658 nm0218131 nm0356004
tt0037094,Mr. Skeffington,6.990647676402814,drama romance nm0792605 nm0000012 nm0001647 nm0008496 nm0183459 nm0912265
tt0037101,"Murder, My Sweet",7.164284043467881,crime drama film-noir nm0229424 nm0694090 nm0872456 nm0794297 nm0472603 nm0563417
tt0037120,National Velvet,6.868184378619857,drama family sport nm0113284 nm0001682 nm0000072 nm0187981 nm0720843 nm0001450
tt0037166,Passage to Marseille,6.489640929367504,adventure drama romance nm0002031 nm0000007 nm0001647 nm0006807 nm0233856 nm0002113
tt0037248,The Scarlet Claw,6.728291160017376,crime mystery thriller nm0624756 nm0001651 nm0115558 nm0357592 nm0146905 nm0389824
tt0037280,Since You Went Away,6.84456406267543,drama romance war nm0188669 nm0166836 nm0307819 nm0006388 nm0001055 nm0428354 nm0001072 nm0000073 nm0941253
tt0037303,The Spider Woman,6.593780759098921,mystery thriller nm0624756 nm0001651 nm0115558 nm0814216 nm0388615 nm0236143
