tconst,originalTitle,weightedAverageScales,soup
tt0080855,Heaven's Gate,0.7081468877515101,adventure drama western nm0001047 nm0001434 nm0000686 nm0000457 nm0001832 nm0000374
tt0080861,Herbie Goes Bananas,0.588207578500994,adventure comedy family nm0568546 nm0001747 nm0122881 nm0001458 nm0006893 nm0202497
tt0080881,The Hollywood Knights,0.6658181500747472,comedy nm0616152 nm0001103 nm0000201 nm0042976 nm0050673 nm0075540
tt0080889,Hopscotch,0.7283341099149777,adventure comedy nm0623768 nm0000527 nm0413559 nm0001832 nm0000885 nm0007042
tt0080904,Humanoids from the Deep,0.6297799669146102,horror sci-fi nm0676336 nm0613471 nm0565982 nm0877183 nm0607558 nm0918511 nm0671535
tt0080907,The Hunter,0.6660213498157685,action biography comedy nm0474539 nm0000537 nm0908919 nm0002130 nm0000996 nm0424565
tt0080923,Inferno,0.6933391492510832,horror nm0000783 nm0565907 nm0591968 nm0320395 nm0630453 nm0685782
tt0080931,Incubo sulla città contaminata,0.628937556653947,horror sci-fi thriller nm0502391 nm0830153 nm0873695 nm0648282 nm0704719 nm0900349
tt0080948,The Jazz Singer,0.6496364686125714,drama music romance nm0281507 nm0002089 nm0000059 nm0004871 nm0036109 nm0010818
tt0080979,Kagemusha,0.8285024542630459,drama history war nm0000041 nm0619938 nm0945734 nm0353714 nm0628704
tt0081059,Lion of the Desert,0.8336256451434959,biography drama history nm0002160 nm0000063 nm0001657 nm0001768 nm0660327 nm0885203
tt0081060,Little Darlings,0.6843140716116906,comedy drama nm0561813 nm0001575 nm0001531 nm0000800 nm0000369 nm0089984
tt0081070,The Long Good Friday,0.7926931290821241,crime drama mystery nm0533334 nm0001364 nm0000545 nm0293550 nm0230812 nm0573618
tt0081071,The Long Riders,0.7206666803351904,biography crime drama nm0001353 nm0001016 nm0005078 nm0000598 nm0001018 nm0001019
tt0081114,Maniac,0.6838114692696659,crime drama horror nm0527350 nm0818874 nm0613098 nm0492765 nm0684908 nm0600147
tt0081150,Melvin and Howard,0.6990773232834895,comedy drama nm0001129 nm0494432 nm0001673 nm0156187 nm0005460 nm0852118
tt0081163,The Mirror Crack'd,0.6661845685937035,crime mystery thriller nm0357891 nm0001450 nm0000348 nm0001369 nm0001036 nm0002081
tt0081176,Mon oncle d'Amérique,0.7530919023301702,comedy drama romance nm0720297 nm0000367 nm0305368 nm0682655 nm0096501 nm0034079
tt0081184,Motel Hell,0.6506390010939834,comedy horror thriller nm0175428 nm0001983 nm0512912 nm0663878 nm0043497 nm0413125
tt0081186,Mother's Day,0.6122967578788137,comedy horror thriller nm0442104 nm0682484 nm0376796 nm0524404 nm0168918 nm0565731
tt0081207,My Bodyguard,0.7325462356914452,comedy drama family nm0082300 nm0538485 nm0000284 nm0000369 nm0702861 nm0757591
tt0081237,The Ninth Configuration,0.7076318771306148,comedy drama horror nm0087861 nm0005078 nm0934113 nm0588553 nm0281130 nm0104507
tt0081248,Le notti del terrore,0.6298971874002804,horror nm0080580 nm0874004 nm0158162 nm0560348 nm0029738 nm0135328
tt0081259,The Octagon,0.5945945702056704,action drama romance nm0440171 nm0001569 nm0137948 nm0001812 nm0385543 nm0046560
tt0081283,Ordinary People,0.8151603308043317,drama nm0000602 nm0000661 nm0001546 nm0002139 nm0000459 nm0001826
tt0081318,Paura nella città dei morti viventi,0.6665386034851071,horror nm0002086 nm0313387 nm0531529 nm0210235 nm0409420 nm0518422
tt0081323,"Pepi, Luci, Bom y otras chicas del montón",0.6600751305771866,comedy nm0000264 nm0560962 nm0744707 nm0304770 nm0803325
tt0081353,Popeye,0.5915790310050166,adventure comedy family nm0000265 nm0000245 nm0001167 nm0001827 nm0233209 nm0809544
tt0081375,Private Benjamin,0.6666811328036992,comedy war nm0956052 nm0000443 nm0107281 nm0000800 nm0916434 nm0910737
tt0081383,Prom Night,0.5883987338739627,horror mystery thriller nm0528420 nm0000558 nm0000130 nm0828309 nm0551926 nm0100949
tt0081398,Raging Bull,0.8687890793899462,biography drama sport nm0000217 nm0000134 nm0001550 nm0000582 nm0898634 nm0170225
tt0081400,Raise the Titanic,0.6097511462249454,action adventure drama nm0417054 nm0001673 nm0430151 nm0782978 nm0000271 nm0000027
tt0081455,Scanners,0.7166339622145694,horror sci-fi thriller nm0000343 nm0642198 nm0480099 nm0001526 nm0199325 nm0000461
tt0081470,The Sea Wolves,0.6713631863591559,action history war nm0572132 nm0000060 nm0000549 nm0000057 nm0002145 nm0445808
tt0081480,Seems Like Old Times,0.7030426526856018,comedy romance nm0004105 nm0000443 nm0000331 nm0001301 nm0347039 nm0332390
tt0081499,Shi di chu ma,0.7262777870343102,action adventure comedy nm0000329 nm0000329 nm0670481 nm0950707 nm0497763
tt0081505,The Shining,0.9026748751949565,drama horror nm0000040 nm0000197 nm0001167 nm0515950 nm0001079 nm0625167
tt0081506,Shogun Assassin,0.7482283199949438,action adventure nm0396884 nm0593014 nm0423663 nm0559607 nm0645011 nm0633028 nm0457223
tt0081529,Smokey and the Bandit II,0.5910803498355739,action adventure comedy nm0624102 nm0000608 nm0001276 nm0715274
tt0081534,Somewhere in Time,0.759987831193204,drama fantasy romance nm0844358 nm0001659 nm0005412 nm0001626 nm0942863 nm0259984
tt0081547,Spetters,0.6891352769970484,drama romance sport nm0000682 nm0867288 nm0816030 nm0013329 nm0816842 nm0102071
tt0081554,Stardust Memories,0.7556548707597746,comedy drama nm0000095 nm0000095 nm0001648 nm0363888 nm0056763 nm0731634
tt0081562,Stir Crazy,0.7128983840467862,comedy crime nm0001627 nm0000698 nm0001640 nm0113617 nm0001851 nm0840822
tt0081568,The Stunt Man,0.7244985983123151,action comedy drama nm0750701 nm0000564 nm0706883 nm0001347 nm0307255 nm0733678
tt0081573,Superman II,0.7288053532774039,action adventure sci-fi nm0504513 nm0000432 nm0001659 nm0452288 nm0000885
tt0081590,Sällskapsresan eller Finns det svenskt kaffe på grisfesten,0.73540014650641,comedy nm0959717 nm0959717 nm0252225 nm0804605 nm0027872 nm0418296
tt0081617,Terror Train,0.6347582277584515,horror mystery thriller nm0006854 nm0424565 nm0000130 nm0000952 nm0004518 nm0571942
tt0081633,Time Bandits,0.7370648714264824,adventure comedy fantasy nm0000416 nm0000125 nm0001167 nm0000092
tt0081696,Urban Cowboy,0.6830694696513389,drama romance western nm0108745 nm0000237 nm0000700 nm0001277 nm0001750 nm0179224
tt0081698,Used Cars,0.7079247460253176,comedy nm0000709 nm0000621 nm0912001 nm0334057 nm0574433
tt0081738,The Watcher in the Woods,0.659712069903911,family horror mystery nm0396421 nm0568546 nm0000012 nm0000468 nm0724202 nm0004647 nm0564724
tt0081748,Where the Buffalo Roam,0.6894918638688566,biography comedy nm0513165 nm0001967 nm0000195 nm0456124 nm0041281 nm0035866
tt0081777,Xanadu,0.5933431777016954,fantasy musical romance nm0339254 nm0000556 nm0000037 nm0065235 nm0806277 nm0035195
tt0081793,You Better Watch Out,0.6185560013194514,horror thriller nm0413781 nm0535933 nm0218810 nm0401419 nm0272106 nm0627429
tt0081809,North Sea Hijack,0.6716808750864858,action adventure thriller nm0572132 nm0000549 nm0000051 nm0000578 nm0662981 nm0373314
tt0081974,Absence of Malice,0.7226810494971512,drama romance thriller nm0001628 nm0000056 nm0000398 nm0000837 nm0227039 nm0012204
tt0082000,Contamination,0.6049539535838986,horror sci-fi nm0172826 nm0567135 nm0549087 nm0166706 nm0712022 nm0353903
tt0082009,American Pop,0.7166330350995606,animation drama history nm0000835 nm0806500 nm0860658 nm0390723 nm0675484
tt0082010,An American Werewolf in London,0.8012531986621365,comedy horror nm0000484 nm0622544 nm0000256 nm0067643 nm0001162 nm0774516
tt0082031,Arthur,0.7315940722784227,comedy romance nm0330619 nm0001545 nm0591485 nm0000024 nm0280242 nm0251708
tt0082045,Banana Joe,0.6730326217180818,action comedy nm0826642 nm0817881 nm0486639 nm0769265 nm0056593 nm0307451
tt0082084,Bloody Birthday,0.6372843941754011,horror thriller nm0402434 nm0504681 nm0179463 nm0113935 nm0672242 nm0469463
tt0082085,Blow Out,0.7865389893558227,crime drama mystery nm0000361 nm0000237 nm0000262 nm0001475 nm0001240 nm0101972
tt0082089,Body Heat,0.7815888972266969,crime drama romance nm0001410 nm0000458 nm0000678 nm0001077 nm0001101 nm0696430
tt0082096,Das Boot,0.8993116638788626,drama war nm0000583 nm0001638 nm0344963 nm0921044 nm0071059 nm0783847
tt0082100,La boum,0.702779817380875,comedy drama romance nm0684509 nm0105475 nm0287637 nm0000521 nm0340551 nm0243505
tt0082111,Buddy Buddy,0.6822529505684836,comedy nm0000697 nm0000493 nm0000527 nm0696038 nm0001428 nm0253020
tt0082118,The Burning,0.6753822948547579,horror nm0562699 nm0559950 nm0043994 nm0045637 nm0430829 nm0004517
tt0082136,The Cannonball Run,0.6667744647463005,action comedy sport nm0624102 nm0000608 nm0000549 nm0000396 nm0001123 nm0001509
tt0082146,Caveman,0.6388951454648804,comedy romance nm0331956 nm0823592 nm0000598 nm0001480 nm0318527 nm0399155
tt0082158,Chariots of Fire,0.7568816566046925,biography drama sport nm0399853 nm0002027 nm0153182 nm0268297 nm0369814 nm0314776
tt0082163,Nice Dreams,0.6594339904057641,comedy crime nm0001045 nm0001507 nm0001045 nm0057365 nm0000928 nm0081698
tt0082176,Christiane F. - Wir Kinder vom Bahnhof Zoo,0.7862619442177153,biography drama nm0248942 nm0116040 nm0042191 nm0751541 nm0150770 nm0225782
tt0082183,La chèvre,0.7467691469377902,adventure comedy crime nm0891554 nm0007069 nm0000367 nm0001917 nm0152747 nm0646573
tt0082186,Clash of the Titans,0.7349962333128717,action adventure family nm0204471 nm0000059 nm0002122 nm0001954 nm0001749 nm0000266
tt0082198,Conan the Barbarian,0.740044499883174,action adventure fantasy nm0587518 nm0000216 nm0000469 nm0001884 nm0000922 nm0203234
tt0082199,Condorman,0.6378913815518839,action adventure comedy nm0418986 nm0186903 nm0001657 nm0000324 nm0358996 nm0435726
tt0082200,Continental Divide,0.6658745510608121,comedy romance nm0000776 nm0000004 nm0001974 nm0307255 nm0323344 nm0304393
tt0082206,Coup de torchon,0.740005273445084,comedy crime drama nm0851724 nm0634159 nm0001376 nm0000804 nm0547339
tt0082220,Cutter's Way,0.7050851294222037,crime drama mystery nm0664852 nm0000313 nm0001334 nm0002059 nm0244619 nm0254634
tt0082242,Dead & Buried,0.6906052442774656,horror mystery nm0792446 nm0267232 nm0000758 nm0016776 nm0714836 nm0198553
tt0082245,Deadly Blessing,0.6220729530065227,horror thriller nm0000127 nm0421596 nm0000232 nm0118761 nm0247532 nm0727006
tt0082247,Death Hunt,0.7132256075540734,action adventure crime nm0402597 nm0000314 nm0001511 nm0002989 nm0001835 nm0491590
tt0082250,Death Wish II,0.6496388903037074,action crime drama nm0935382 nm0000314 nm0409866 nm0306696 nm0134201 nm0290047
tt0082269,Diva,0.738175988589934,crime music thriller nm0000894 nm0273061 nm0029268 nm0078109 nm0092184 nm0201462
tt0082288,Dragonslayer,0.7009760469247842,action adventure fantasy nm0730422 nm0001493 nm0164680 nm0724732 nm0356268 nm0264235
tt0082307,...E tu vivrai nel terrore! L'aldilà,0.7025832971447656,horror nm0002086 nm0531529 nm0911285 nm0598443 nm0231452 nm0493691
tt0082329,Endless Love,0.5742853285690006,drama romance nm0001874 nm0000222 nm0382063 nm0004309 nm0614916 nm0453006
tt0082332,Enter the Ninja,0.609530715298021,action crime drama nm0324875 nm0626259 nm0001265 nm0467563 nm0313387 nm0183881
tt0082334,The Entity,0.7087598846332614,drama horror nm0002089 nm0001347 nm0798779 nm0479530 nm0168642 nm0089984
tt0082340,Escape from New York,0.7608301477974256,action adventure sci-fi nm0000118 nm0000621 nm0001812 nm0000308 nm0000587 nm0005002
tt0082348,Excalibur,0.777035413417349,adventure drama fantasy nm0000958 nm0856050 nm0000545 nm0165551 nm0526724 nm0313264
tt0082351,Eye of the Needle,0.7344374837955957,romance thriller war nm0549658 nm0000661 nm0625075 nm0533249 nm0114441 nm0147392
tt0082353,Eyewitness,0.6486502447596971,crime drama mystery nm0946811 nm0000458 nm0000244 nm0001626 nm0000249 nm0941683
tt0082370,La femme d'à côté,0.7348268073164932,drama romance nm0000076 nm0000367 nm0000272 nm0305488 nm0062369 nm0887161
tt0082377,The Final Conflict,0.6048288549998431,horror nm0048491 nm0000554 nm0106387 nm0330150 nm0366027 nm0391476
tt0082398,For Your Eyes Only,0.7183645417457499,action adventure thriller nm0322515 nm0000549 nm0000962 nm0867694 nm0000468 nm0002103
tt0082402,Fort Apache the Bronx,0.6973664366735964,crime drama nm0677951 nm0000056 nm0000799 nm0906261 nm0000732 nm0001797
tt0082405,The Four Seasons,0.7000982683516924,comedy drama nm0000257 nm0000257 nm0000993 nm0137230 nm0006800 nm0001549
tt0082406,The Fox and the Hound,0.7694989136783038,adventure animation drama nm0075859 nm0723704 nm0828245 nm0359457 nm0718627 nm0001682 nm0000621 nm0047440 nm0016776 nm0242098
tt0082416,The French Lieutenant's Woman,0.7230071713505948,drama romance nm0718554 nm0000658 nm0000460 nm0574436 nm0604640 nm0593209
tt0082418,Friday the 13th Part 2,0.6567924826591535,horror mystery thriller nm0591171 nm0658133 nm0824386 nm0298859 nm0454415 nm0048661
tt0082427,The Funhouse,0.6417658797684102,horror nm0001361 nm0000931 nm0141323 nm0042415 nm0567524 nm0399590
tt0082431,Galaxy of Terror,0.5834293601142234,action adventure horror nm0163736 nm0001902 nm0602844 nm0001827 nm0067049 nm0455394
tt0082432,Gallipoli,0.7821557606103355,adventure drama history nm0001837 nm0000154 nm0497826 nm0449652 nm0394176 nm0950971
tt0082436,Garde à vue,0.7437074914835338,crime drama thriller nm0002218 nm0893341 nm0785664 nm0002769 nm0545383 nm0013208
tt0082449,Ghost Story,0.6733547371871398,drama horror thriller nm0410139 nm0913738 nm0000481 nm0000001
tt0082474,The Great Muppet Caper,0.7410333245746641,adventure comedy crime nm0001345 nm0001345 nm0000568
tt0082477,Gregory's Girl,0.7295172116283468,comedy drama romance nm0287025 nm0329947 nm0378342 nm0195438 nm0342931 nm0118066
tt0082479,Antropophagus,0.6096087361563899,horror nm0001090 nm0268533 nm0885204 nm0000423 nm0232746 nm0090955
tt0082484,La guerre du feu,0.7646648707231701,adventure drama nm0000269 nm0569239 nm0000579 nm0252832 nm0001044 nm0777229
tt0082495,Halloween II,0.6977011637003057,horror nm0742819 nm0000130 nm0000587 nm0194234 nm0469552 nm0346411
tt0082497,The Hand,0.622826720850839,drama horror thriller nm0000231 nm0000323 nm0546004 nm0568499 nm0569226 nm0511798
tt0082498,Happy Birthday to Me,0.6513871428190596,horror mystery thriller nm0496746 nm0000757 nm0001229 nm0199325 nm0009943 nm0405082
tt0082511,Hell Night,0.625013823610875,horror thriller nm0221265 nm0000304 nm0887701 nm0059228 nm0112403 nm0627069
tt0082517,History of the World: Part I,0.7260427550673368,comedy history musical nm0000316 nm0000316 nm0002138 nm0001123
tt0082533,The Howling,0.6954851125870111,horror nm0001102 nm0908914 nm0001495 nm0240797 nm0831791 nm0049470
tt0082558,The Incredible Shrinking Woman,0.6276221153836989,comedy sci-fi nm0001708 nm0005499 nm0001301 nm0000885
tt0082559,Virus,0.590021994714266,horror sci-fi thriller nm0559769 nm0289576 nm0628556 nm0307520 nm0439030 nm0335813 nm0719771
tt0082592,Just Before Dawn,0.6533617664047797,horror thriller nm0006639 nm0001421 nm0446037 nm0501422 nm0001344 nm0072473
tt0082622,Knightriders,0.6714801412838529,action drama nm0001681 nm0000438 nm0481635 nm0767741 nm0408776 nm0848191
tt0082671,Lola,0.7405227676045789,drama romance nm0001202 nm0837784 nm0000090 nm0000728 nm0297258 nm0270041
tt0082677,Looker,0.6599788834396524,drama sci-fi thriller nm0000341 nm0001215 nm0000336 nm0001138 nm0853375 nm0002126
tt0082694,Mad Max 2,0.8138299308620339,action adventure sci-fi nm0004306 nm0000154 nm0817748 nm0696463 nm0681041 nm0920460
tt0082696,Madman,0.5979982587781411,horror thriller nm0316311 nm0743417 nm0279311 nm0060062 nm0429227 nm0163262
tt0082700,Cannibal ferox,0.5853560580870474,adventure horror nm0502391 nm0518422 nm0211526 nm0559770 nm0449625 nm0524364
tt0082736,Mephisto,0.7790747732604909,drama nm0843640 nm0001970 nm0126569 nm0417370 nm0388744 nm0190691
tt0082748,Mil gritos tiene la noche,0.6508612011262271,horror mystery thriller nm0685034 nm0313387 nm0313519 nm0106394 nm0700803 nm0784773
tt0082755,Mis,0.7886348532094197,comedy nm0054402 nm0878957 nm0123347 nm0667047 nm0468586
tt0082763,Modern Problems,0.5964263234939214,comedy fantasy sci-fi nm0788553 nm0000331 nm0001091 nm0001056 nm0005316 nm0141846
tt0082766,Mommie Dearest,0.7003438889947975,biography drama nm0675068 nm0001159 nm0769311 nm0002079 nm0196247 nm0387664
tt0082776,Ms .45,0.712530011577419,crime drama thriller nm0001206 nm0526259 nm6186725 nm0802462 nm0836479 nm0568918
tt0082782,My Bloody Valentine,0.6666368115942295,horror mystery thriller nm0586198 nm0446986 nm0356590 nm0012682 nm0460974 nm0401969
tt0082783,My Dinner with Andre,0.8018381222937567,comedy drama nm0001501 nm0339737 nm0001728 nm0501721 nm0125123 nm0001501
tt0082801,Neighbors,0.6185126144122041,comedy nm0000814 nm0000004 nm0000101 nm0907923 nm0001550 nm0310608
tt0082817,Nighthawks,0.6753317770778339,action crime thriller nm0540330 nm0625379 nm0000230 nm0000442 nm0001850 nm0905993 nm0001422
tt0082846,On Golden Pond,0.7984832842945402,drama nm0041932 nm0000031 nm0000020 nm0000404 nm0571630 nm0001056
tt0082869,Outland,0.7039965849863079,action crime sci-fi nm0001382 nm0000125 nm0827973 nm0001967 nm0797725 nm0548440
tt0082894,Pennies from Heaven,0.683862720413487,drama musical romance nm0006889 nm0000188 nm0001613 nm0363888 nm0046770 nm0533979
tt0082910,Piranha Part Two: The Spawning,0.49453109949452184,horror sci-fi thriller nm0000116 nm0039890 nm0236973 nm0642078 nm0544750 nm0000448 nm0004967 nm0724925
tt0082912,Pixote: A Lei do Mais Fraco,0.7848711487012872,crime drama nm0002199 nm0196236 nm0432247 nm0609923 nm0513089 nm0764308
tt0082924,Poliziotto superpiù,0.6727852519526148,action comedy fantasy nm0179281 nm0001352 nm0000308 nm0238445 nm0492908 nm0330353
tt0082926,Polyester,0.7215135942271983,comedy nm0000691 nm0001145 nm0002147 nm0557298 nm0760290 nm0307602
tt0082933,Possession,0.7728006886955642,drama horror nm0958558 nm0000254 nm0000554 nm0141380 nm0071502
tt0082934,The Postman Always Rings Twice,0.7026975567345365,crime drama romance nm0706182 nm0000197 nm0001448 nm0171475 nm0503627 nm0752636
tt0082945,Prince of the City,0.7508598137974433,crime drama nm0001486 nm0001852 nm0001583 nm0286561 nm0082400 nm1222818
tt0082949,Le professionnel,0.7666275384881608,action crime drama nm0491626 nm0000901 nm0220852 nm0163250 nm0221102 nm0545862
tt0082951,The Prowler,0.6430393343861193,horror mystery thriller nm0957263 nm0206290 nm0332752 nm0862937 nm0335048 nm0918511
tt0082966,Quella villa accanto al cimitero,0.6582341391074498,horror nm0002086 nm0531529 nm0539081 nm0682582 nm0294703 nm0171693
tt0082970,Ragtime,0.7465755379555095,drama nm0001232 nm0000010 nm0001527 nm0738415 nm0000374 nm0348214
tt0082971,Raiders of the Lost Ark,0.9026024560570832,action adventure nm0000229 nm0000148 nm0000261 nm0293550 nm0722636 nm0479951
tt0082979,Reds,0.7650722800208152,biography drama history nm0000886 nm0000886 nm0000473 nm0001346 nm0467085 nm0000197
tt0083000,Roadgames,0.6939486128319031,mystery thriller nm0002207 nm0005078 nm0000130 nm0249760 nm0656186 nm0810140
tt0083015,S.O.B.,0.6781109185865607,comedy drama nm0001175 nm0000267 nm0000034 nm0001943 nm0001306 nm0005162
tt0083033,Saturday the 14th,0.5794988382105708,comedy fantasy horror nm0169438 nm0000907 nm0696038 nm0001787 nm0201089 nm0584566
tt0083064,Sharky's Machine,0.6721555816394832,action crime drama nm0000608 nm0000608 nm0001829 nm0002094 nm0001417 nm0001164
tt0083067,Shock Treatment,0.6378984823329127,comedy musical nm0788940 nm0363888 nm0002037 nm0639782 nm0703946
tt0083089,"Sjecas li se, Dolly Bell",0.7465908047914431,comedy drama romance nm0001437 nm0830371 nm0019609 nm0086064 nm0052031 nm0904303
tt0083109,La soupe aux choux,0.6874039877951919,comedy drama sci-fi nm0320833 nm0000086 nm0138405 nm0898317 nm0312985 nm0350768
tt0083111,Southern Comfort,0.7454588007335066,action thriller nm0001353 nm0001018 nm0000959 nm0911542 nm0780546 nm0141953
tt0083131,Stripes,0.7276651755888804,comedy war nm0718645 nm0000195 nm0001006 nm0000601 nm0643105 nm0001753
tt0083133,Student Bodies,0.6212721924772177,comedy horror mystery nm0741582 nm0006916 nm0728779 nm0325999 nm0069547 nm0282551 nm0847824
tt0083169,Taps,0.7182520312700256,drama nm0000887 nm0001715 nm0000459 nm0001074 nm0000576 nm0000129
tt0083170,Tarzan the Ape Man,0.4988134455313556,adventure drama nm0001135 nm0000137 nm0001321 nm0641509 nm0492342 nm0782954
tt0083190,Thief,0.7812352814464413,action crime drama nm0000520 nm0001001 nm0001839 nm0005268 nm0000902 nm0698764
tt0083232,True Confessions,0.6730274507421605,crime drama nm0343260 nm0000134 nm0000380 nm0001164 nm0573299 nm0281130
tt0083284,Victory,0.70414123200326,drama sport war nm0001379 nm0000323 nm0000230 nm0671446 nm0600961 nm0034055
tt0083336,Wolfen,0.6737886546941039,horror thriller nm0905579 nm0001215 nm0893204 nm0001579 nm0002138 nm0006888
tt0083511,48 Hrs.,0.7380595662608148,action comedy crime nm0001353 nm0000560 nm0000552 nm0001578 nm0574433 nm0001664
tt0083530,Airplane II: The Sequel,0.6569613945990074,comedy sci-fi nm0277946 nm0001332 nm0353546 nm0000978 nm0000994 nm0168035
tt0083542,Alone in the Dark,0.6534563410718424,horror thriller nm0794791 nm0001588 nm0000587 nm0001445 nm0776239 nm0887419
tt0083550,Amityville II: The Possession,0.6198606439670891,horror nm0198765 nm0647921 nm0949350 nm0017377 nm0536214 nm0697785
tt0083564,Annie,0.7059147782820994,comedy drama family nm0001379 nm0703747 nm0001215 nm0000993 nm0718237 nm0000347
tt0083598,Author! Author!,0.6658874765698507,comedy drama family nm0002137 nm0000199 nm0001007 nm0001839 nm0228336 nm0254387
tt0083624,Basket Case,0.666583942981412,comedy horror nm0376963 nm0889090 nm0810128 nm0094884 nm0900953 nm0114989
tt0083630,The Beastmaster,0.6666385333238797,action adventure fantasy nm0181741 nm0001743 nm0000617 nm0001800 nm0025309 nm0590582
tt0083642,The Best Little Whorehouse in Texas,0.6585357919532805,comedy musical nm0383359 nm0000608 nm0000573 nm0001123 nm0001164 nm0001561
tt0083658,Blade Runner,0.870224385104689,action drama sci-fi nm0000631 nm0000148 nm0000442 nm0000707 nm0001579 nm0001826
tt0083678,The Border,0.6786343679077409,crime drama nm0724798 nm0000197 nm0000172 nm0674781 nm0643105 nm0001990
tt0083686,La boum 2,0.6658248022648394,comedy drama family nm0684509 nm0105475 nm0287637 nm0000521 nm0933727 nm0181985
tt0083702,Burden of Dreams,0.7794243752052502,documentary nm0087511 nm0001348 nm0001428 nm0001012
tt0083722,Cat People,0.666619555717457,fantasy horror thriller nm0001707 nm0000176 nm0000532 nm0001334 nm0001578 nm0002039
tt0083739,Class of 1984,0.689806465846061,action crime drama nm0504495 nm0455133 nm0743679 nm0887700 nm0001522 nm0036275
tt0083745,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",0.7150200501088327,comedy drama nm0000265 nm0000333 nm0000947 nm0006800 nm0094048 nm0000870
tt0083767,Creepshow,0.7258538257870863,comedy fantasy horror nm0001681 nm0001358 nm0000558 nm0000105 nm0550855 nm0915851
tt0083789,Danton,0.7446632711015135,biography drama history nm0906667 nm0000367 nm0699659 nm0023348 nm0087141 nm0161717
tt0083791,The Dark Crystal,0.7573931378166584,adventure family fantasy nm0001345 nm0000568 nm0001345 nm0612020 nm0000568
tt0083798,Dead Men Don't Wear Plaid,0.7199596098210833,comedy crime mystery nm0005348 nm0000188 nm0001829 nm0000042 nm0005348 nm0001766
tt0083806,Deathtrap,0.7314732281854002,comedy crime mystery nm0001486 nm0000323 nm0001659 nm0001007 nm0941683 nm0428216
tt0083833,Diner,0.7460418808005027,comedy drama nm0001469 nm0000430 nm0000620 nm0000102 nm0827663 nm0004857
tt0083851,The Draughtsman's Contract,0.7404441149190486,comedy drama mystery nm0000425 nm0001891 nm0840531 nm0483069
tt0083866,E.T. the Extra-Terrestrial,0.8478618527563135,adventure family sci-fi nm0000229 nm0001794 nm0000106 nm0001075 nm0908914 nm0534085
tt0083869,Eating Raoul,0.7079665546312213,comedy crime nm0000860 nm0001862 nm0000860 nm0000296 nm0756492
tt0083907,The Evil Dead,0.7933901710360681,horror nm0000600 nm0132257 nm0762445 nm0217822 nm0048260 nm0863462
tt0083908,Evil Under the Sun,0.7355603760096333,crime drama mystery nm0357891 nm0001811 nm0000051 nm0001749 nm0086780 nm0000945
tt0083922,Fanny och Alexander,0.8572067403592228,drama nm0000005 nm0349776 nm0021655 nm0012358 nm0014062 nm0021910
tt0083929,Fast Times at Ridgemont High,0.7597734473079492,comedy drama nm0002132 nm0000576 nm0000492 nm0001662 nm0001680 nm0045637
tt0083943,Firefox,0.6391189101252055,action adventure thriller nm0000142 nm0000142 nm0428086 nm0400267 nm0165049 nm0479951
tt0083944,First Blood,0.8255191455763697,action adventure thriller nm0467646 nm0000230 nm0001133 nm0001077 nm0571853 nm0823630
tt0083946,Fitzcarraldo,0.8382370735175492,adventure drama nm0001348 nm0001428 nm0001012 nm0506784 nm0297450 nm0386977
tt0083959,Forbidden World,0.5999385863768,horror sci-fi nm0392833 nm0647047 nm0006956 nm0006347 nm0157607 nm0667182
tt0083967,Frances,0.73411151737753,biography drama romance nm0166625 nm0001448 nm0052186 nm0058783 nm0110385 nm0122576
tt0083972,Friday the 13th Part III,0.6072393594729093,horror thriller nm0591171 nm0454011 nm0767394 nm0111777 nm0050676 nm0153038
tt0083987,Gandhi,0.856714902001955,biography drama history nm0000277 nm0001426 nm0000024 nm0368990 nm0786022 nm0000298
tt0083996,Le gendarme et les gendarmettes,0.666114906016172,comedy crime nm0320833 nm0000086 nm0301556 nm0728208 nm0291979 nm0343766
tt0084021,Grease 2,0.5048440619997302,comedy music musical nm0083279 nm0000201 nm0001028 nm0005167 nm0853808 nm0696776
tt0084088,Honkytonk Man,0.6943588981793083,comedy drama music nm0000142 nm0000142 nm0247762 nm0570615 nm0447782 nm0089244
tt0084234,The Last American Virgin,0.6733261010602554,comedy drama romance nm0203246 nm0598413 nm0291404 nm0031078 nm0747806 nm0605770
tt0084237,The Last Unicorn,0.7679204293485627,adventure animation drama nm0060072 nm0710230 nm0000313 nm0001201 nm0001450 nm0000273
tt0084296,The Man from Snowy River,0.738018750764774,adventure drama romance nm0004305 nm0000018 nm0001979 nm0233065 nm0246005
tt0084302,Maratonci trce pocasni krug,0.8826338208671475,comedy drama nm0797672 nm0226699 nm0831262 nm0904303 nm0017988 nm0866658
tt0084315,Les Maîtres du temps,0.7310688572543975,adventure animation sci-fi nm0482537 nm0885286 nm0253502 nm0499522 nm0561189 nm0858046
tt0084329,A Midsummer Night's Sex Comedy,0.7011656642300708,comedy nm0000095 nm0000095 nm0001201 nm0001207 nm0353546 nm0731634
tt0084335,Missing,0.7995716323305575,biography drama history nm0002020 nm0000493 nm0000651 nm0563039 nm0790291 nm0162541
tt0084352,Monty Python Live at the Hollywood Bowl,0.79715790769167,comedy documentary musical nm0400958 nm0534084 nm0000092 nm0001589
tt0084370,My Favorite Year,0.7464855239351542,comedy drama nm0000907 nm0000564 nm0513021 nm0363888 nm0004767 nm0534409
